search_term,product_name,unit_size,price,store,date,clean_price,normalized_qty,unit_type,unit_uncertain,price_per_unit,brand_type,category,scraper_error,name_match_uncertain
Bananas,"Bananas, per lb",avg. 0.33 lb/piece  ($0.49/lb),$0.16,Aldi,2026-02-17,0.12,5.28,oz,False,0.022727,National,Produce,False,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.7 lb/package  ($1.99/lb),$5.37,Aldi,2026-02-17,5.33,43.2,oz,False,0.12338,National,Meat,False,False
Dish Soap,"Power Force Original Dishwashing Liquid Detergent, 24 fl oz",24 fl oz,$2.35,Aldi,2026-02-17,2.34,24.0,oz,False,0.0975,National,Household,False,False
Gala Apples,"Gala Apples, 3 lb",3 lb,$1.99,Aldi,2026-02-17,2.2,48.0,oz,False,0.045833,National,Produce,False,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef Patties, 4 count",avg. 1.33 lb/package  ($5.59/lb),$7.43,Aldi,2026-02-17,7.46,21.28,oz,False,0.350564,National,Meat,False,False
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.09,Aldi,2026-02-17,2.49,1.0,count,False,2.49,National,Produce,False,False
Large Eggs (12 count),"Goldhen Free  Range Large Brown Grade A Eggs, 12 count",12 ct,$4.25,Aldi,2026-02-17,4.21,12.0,count,False,0.350833,Private,Dairy,False,False
Salted Butter,"Countryside Creamery Salted Butter Sticks, 1 lb",16 oz,$3.29,Aldi,2026-02-17,3.62,16.0,oz,False,0.22625,National,Dairy,False,False
Spaghetti Pasta,"Bon Italia Spaghetti Rings with Meatballs, 15 oz Can",15 oz,$1.09,Aldi,2026-02-17,1.1,15.0,oz,False,0.073333,National,Pantry,False,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-02-17,0.58,8.0,oz,False,0.0725,National,Pantry,False,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.55,Aldi,2026-02-17,1.59,20.0,oz,False,0.0795,National,Pantry,False,False
Whole Milk,"Friendly Farms Whole Milk, 0.5 gal",0.5 gal,$2.25,Aldi,2026-02-17,2.22,64.0,oz,False,0.034688,Private,Dairy,False,False
Bananas,Publix Green Banana,About 0.4 lb each,Current price: $0.28 each (estimated),Publix,2026-02-17,0.27,6.4,oz,False,0.042188,Private,Produce,False,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-02-17,9.45,18.08,oz,False,0.522677,National,Meat,False,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-02-17,2.09,7.5,oz,False,0.278667,Private,Household,False,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-02-17,1.63,8.64,oz,False,0.188657,Private,Produce,False,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-02-17,8.92,18.4,oz,False,0.484783,Private,Meat,False,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-02-17,2.94,16,oz,True,0.18375,Private,Produce,False,False
Large Eggs (12 count),"Publix Publix Eggs, Large",12 ct,Current price: $2.43,Publix,2026-02-17,2.41,12.0,count,False,0.200833,Private,Dairy,False,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $3.87,Publix,2026-02-17,2.5,8.0,oz,False,0.3125,Private,Dairy,False,False
Spaghetti Pasta,"Publix Publix Spaghetti, Thin",16 oz,Current price: $1.37,Publix,2026-02-17,1.37,16.0,oz,False,0.085625,Private,Pantry,False,False
Tomato Sauce,Publix Contadina Tomato Sauce,14.5 oz,Current price: $1.97,Publix,2026-02-17,1.1,14.5,oz,False,0.075862,National,Pantry,False,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-02-17,2.61,20.0,oz,False,0.1305,Private,Pantry,False,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-02-17,2.4,64,oz,True,0.0375,Private,Dairy,False,False
Bananas,"Walmart Fresh Banana, Each",Each,$0.20,Walmart,2026-02-17,0.15,1.0,count,False,0.15,National,Produce,False,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,$9.74,Walmart,2026-02-17,10.59,25.6,oz,False,0.413672,National,Meat,False,False
Dish Soap,"Walmart Dawn Ultra Liquid Dish Soap, Dishwashing Liquid, Grease Removal, Original, 5.8oz",5.8oz,$0.97,Walmart,2026-02-17,0.98,5.8,oz,False,0.168966,National,Household,False,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,$0.73,Walmart,2026-02-17,0.74,1.0,count,False,0.74,National,Produce,False,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$6.83,Walmart,2026-02-17,7.24,16,oz,False,0.4525,National,Meat,False,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$1.97,Walmart,2026-02-17,1.97,8,oz,False,0.24625,National,Produce,False,False
Large Eggs (12 count),"Walmart Great Value Extra Large White Eggs, 12 Count",12 Count,$2.22,Walmart,2026-02-17,2.22,12.0,count,False,0.185,National,Dairy,False,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 4 Half Sticks, 8 oz Pack",8 oz Pack,$2.86,Walmart,2026-02-17,2.9,8.0,count,False,0.3625,National,Dairy,False,False
Spaghetti Pasta,"Walmart Great Value Spaghetti, 16 oz",16 oz,$0.98,Walmart,2026-02-17,1.02,16.0,oz,False,0.06375,National,Pantry,False,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 8 oz Can",8 oz Can,$0.48,Walmart,2026-02-17,0.45,8.0,oz,False,0.05625,National,Pantry,False,False
White Bread,"Walmart Great Value White Sandwich Bread, 20 oz",20 oz,$1.54,Walmart,2026-02-17,1.5,20.0,oz,False,0.075,National,Pantry,False,False
Whole Milk,"Walmart Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",128 fl oz,$3.38,Walmart,2026-02-17,3.42,128.0,oz,False,0.026719,National,Dairy,False,False
Bananas,"Bananas, per lb",avg. 0.33 lb/piece  ($0.49/lb),$0.16,Aldi,2026-02-18,0.16,5.28,oz,False,0.030303,National,Produce,False,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.7 lb/package  ($1.99/lb),$5.37,Aldi,2026-02-18,5.37,43.2,oz,False,0.124306,National,Meat,False,False
Dish Soap,"Power Force Original Dishwashing Liquid Detergent, 24 fl oz",24 fl oz,$2.35,Aldi,2026-02-18,2.37,24.0,oz,False,0.09875,National,Household,False,False
Gala Apples,"Gala Apples, 3 lb",3 lb,$2.19,Aldi,2026-02-18,2.19,48.0,oz,False,0.045625,National,Produce,False,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef Patties, 4 count",avg. 1.33 lb/package  ($5.59/lb),$7.43,Aldi,2026-02-18,7.43,21.28,oz,False,0.349154,National,Meat,False,False
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.55,Aldi,2026-02-18,2.55,1.0,count,False,2.55,National,Produce,False,False
Large Eggs (12 count),"Goldhen Free  Range Large Brown Grade A Eggs, 12 count",12 ct,$4.25,Aldi,2026-02-18,4.25,12.0,count,False,0.354167,Private,Dairy,False,False
Salted Butter,"Countryside Creamery Salted Butter Sticks, 1 lb",16 oz,$3.65,Aldi,2026-02-18,3.65,16.0,oz,False,0.228125,National,Dairy,False,False
Spaghetti Pasta,"Bon Italia Spaghetti Rings with Meatballs, 15 oz Can",15 oz,$1.09,Aldi,2026-02-18,1.07,15.0,oz,False,0.071333,National,Pantry,False,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-02-18,0.55,8.0,oz,False,0.06875,National,Pantry,False,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.55,Aldi,2026-02-18,1.55,20.0,oz,False,0.0775,National,Pantry,False,False
Whole Milk,"Friendly Farms Whole Milk, 0.5 gal",0.5 gal,$2.25,Aldi,2026-02-18,2.25,64.0,oz,False,0.035156,Private,Dairy,False,False
Bananas,Publix Green Banana,About 0.4 lb each,Current price: $0.28 each (estimated),Publix,2026-02-18,0.25,6.4,oz,False,0.039062,Private,Produce,False,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-02-18,9.43,18.08,oz,False,0.521571,National,Meat,False,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-02-18,2.09,7.5,oz,False,0.278667,Private,Household,False,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-02-18,1.59,8.64,oz,False,0.184028,Private,Produce,False,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-02-18,8.96,18.4,oz,False,0.486957,Private,Meat,False,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-02-18,2.97,16,oz,True,0.185625,Private,Produce,False,False
Large Eggs (12 count),"Publix Publix Eggs, Large",12 ct,Current price: $2.43,Publix,2026-02-18,2.43,12.0,count,False,0.2025,Private,Dairy,False,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $2.43,Publix,2026-02-18,2.43,8.0,oz,False,0.30375,Private,Dairy,False,False
Spaghetti Pasta,"Publix Publix Spaghetti, Thin",16 oz,Current price: $1.37,Publix,2026-02-18,1.38,16.0,oz,False,0.08625,Private,Pantry,False,False
Tomato Sauce,Publix Contadina Tomato Sauce,8 oz,Current price: $1.09,Publix,2026-02-18,1.09,8.0,oz,False,0.13625,National,Pantry,False,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-02-18,2.65,20.0,oz,False,0.1325,Private,Pantry,False,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-02-18,2.43,64,oz,True,0.037969,Private,Dairy,False,False
Bananas,"Walmart Fresh Banana, Each",Each,$0.20,Walmart,2026-02-18,0.2,1.0,count,False,0.2,National,Produce,False,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,$10.67,Walmart,2026-02-18,10.67,25.6,oz,False,0.416797,National,Meat,False,False
Dish Soap,"Walmart Dawn Ultra Liquid Dish Soap, Dishwashing Liquid, Grease Removal, Original, 5.8oz",5.8oz,$0.97,Walmart,2026-02-18,0.93,5.8,oz,False,0.160345,National,Household,False,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,$0.73,Walmart,2026-02-18,0.73,1.0,count,False,0.73,National,Produce,False,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$7.23,Walmart,2026-02-18,7.23,16,oz,False,0.451875,National,Meat,False,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$1.97,Walmart,2026-02-18,1.97,1.0,count,False,1.97,National,Produce,False,False
Large Eggs (12 count),"Walmart Great Value Extra Large White Eggs, 12 Count",12 Count,$2.22,Walmart,2026-02-18,2.23,12.0,count,False,0.185833,National,Dairy,False,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 4 Half Sticks, 8 oz Pack",8 oz Pack,$2.86,Walmart,2026-02-18,2.81,8.0,count,False,0.35125,National,Dairy,False,False
Spaghetti Pasta,"Walmart Great Value Spaghetti, 16 oz",16 oz,$0.98,Walmart,2026-02-18,1.0,16.0,oz,False,0.0625,National,Pantry,False,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 8 oz Can",8 oz Can,$0.48,Walmart,2026-02-18,0.5,8.0,oz,False,0.0625,National,Pantry,False,False
White Bread,"Walmart Great Value White Sandwich Bread, 20 oz",20 oz,$1.54,Walmart,2026-02-18,1.56,20.0,oz,False,0.078,National,Pantry,False,False
Whole Milk,"Walmart Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",128 fl oz,$3.38,Walmart,2026-02-18,3.38,128.0,oz,False,0.026406,National,Dairy,False,False
Bananas,"Bananas, per lb",avg. 0.33 lb/piece  ($0.49/lb),$0.16,Aldi,2026-02-19,0.15,5.28,oz,False,0.028409,National,Produce,False,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.7 lb/package  ($1.99/lb),$5.37,Aldi,2026-02-19,5.34,43.2,oz,False,0.123611,National,Meat,False,False
Dish Soap,"Power Force Original Dishwashing Liquid Detergent, 24 fl oz",24 fl oz,$2.35,Aldi,2026-02-19,2.33,24.0,oz,False,0.097083,National,Household,False,False
Gala Apples,"Gala Apples, 3 lb",3 lb,$2.19,Aldi,2026-02-19,2.24,48.0,oz,False,0.046667,National,Produce,False,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef Patties, 4 count",avg. 1.33 lb/package  ($5.59/lb),$7.43,Aldi,2026-02-19,7.48,21.28,oz,False,0.351504,National,Meat,False,False
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.55,Aldi,2026-02-19,2.5,1.0,count,False,2.5,National,Produce,False,False
Large Eggs (12 count),"Goldhen Free  Range Large Brown Grade A Eggs, 12 count",12 ct,$4.25,Aldi,2026-02-19,4.22,12.0,count,False,0.351667,Private,Dairy,False,False
Salted Butter,"Countryside Creamery Salted Butter Sticks, 1 lb",16 oz,$3.65,Aldi,2026-02-19,3.68,16.0,oz,False,0.23,National,Dairy,False,False
Spaghetti Pasta,"Bon Italia Spaghetti Rings with Meatballs, 15 oz Can",15 oz,$1.09,Aldi,2026-02-19,1.11,15.0,oz,False,0.074,National,Pantry,False,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-02-19,0.59,8.0,oz,False,0.07375,National,Pantry,False,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.55,Aldi,2026-02-19,1.54,20.0,oz,False,0.077,National,Pantry,False,False
Whole Milk,"Friendly Farms Whole Milk, 0.5 gal",0.5 gal,$2.25,Aldi,2026-02-19,2.26,64.0,oz,False,0.035312,Private,Dairy,False,False
Bananas,Publix Green Banana,About 0.4 lb each,Current price: $0.28 each (estimated),Publix,2026-02-19,0.27,6.4,oz,False,0.042188,Private,Produce,False,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-02-19,9.38,18.08,oz,False,0.518805,National,Meat,False,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-02-19,2.11,7.5,oz,False,0.281333,Private,Household,False,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-02-19,1.61,8.64,oz,False,0.186343,Private,Produce,False,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-02-19,8.96,18.4,oz,False,0.486957,Private,Meat,False,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-02-19,2.97,16,oz,True,0.185625,Private,Produce,False,False
Large Eggs (12 count),"Publix Publix Eggs, Large",12 ct,Current price: $2.43,Publix,2026-02-19,2.42,12.0,count,False,0.201667,Private,Dairy,False,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $2.43,Publix,2026-02-19,2.42,8.0,oz,False,0.3025,Private,Dairy,False,False
Spaghetti Pasta,"Publix Publix Spaghetti, Thin",16 oz,Current price: $1.37,Publix,2026-02-19,1.35,16.0,oz,False,0.084375,Private,Pantry,False,False
Tomato Sauce,Publix Contadina Tomato Sauce,8 oz,Current price: $1.09,Publix,2026-02-19,1.13,8.0,oz,False,0.14125,National,Pantry,False,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-02-19,2.66,20.0,oz,False,0.133,Private,Pantry,False,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-02-19,2.38,64,oz,True,0.037187,Private,Dairy,False,False
Bananas,"Walmart Fresh Banana, Each",Each,$0.20,Walmart,2026-02-19,0.15,1.0,count,False,0.15,National,Produce,False,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,$10.67,Walmart,2026-02-19,10.66,25.6,oz,False,0.416406,National,Meat,False,False
Dish Soap,"Walmart Dawn Ultra Liquid Dish Soap, Dishwashing Liquid, Grease Removal, Original, 5.8oz",5.8oz,$0.97,Walmart,2026-02-19,0.93,5.8,oz,False,0.160345,National,Household,False,False
Gala Apples,"Walmart Fresh Gala Apple, Each",Each,$0.73,Walmart,2026-02-19,0.78,1.0,count,False,0.78,National,Produce,False,False
Ground Beef 80/20,"Walmart 80% Lean / 20% Fat Ground Beef Chuck, 1 lb Roll, Fresh, All Natural*",All Natural*,$7.23,Walmart,2026-02-19,7.2,16,oz,False,0.45,National,Meat,False,False
Iceberg Lettuce,"Walmart Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Bag,$1.97,Walmart,2026-02-19,2.02,1.0,count,False,2.02,National,Produce,False,False
Large Eggs (12 count),"Walmart Great Value Extra Large White Eggs, 12 Count",12 Count,$2.22,Walmart,2026-02-19,2.26,12.0,count,False,0.188333,National,Dairy,False,False
Salted Butter,"Walmart Land O Lakes Salted Butter in Half Sticks, 4 Half Sticks, 8 oz Pack",8 oz Pack,$2.86,Walmart,2026-02-19,2.89,8.0,count,False,0.36125,National,Dairy,False,False
Spaghetti Pasta,"Walmart Great Value Spaghetti, 16 oz",16 oz,$0.98,Walmart,2026-02-19,1.01,16.0,oz,False,0.063125,National,Pantry,False,False
Tomato Sauce,"Walmart Great Value Tomato Sauce, 8 oz Can",8 oz Can,$0.48,Walmart,2026-02-19,0.45,8.0,oz,False,0.05625,National,Pantry,False,False
White Bread,"Walmart Great Value White Sandwich Bread, 20 oz",20 oz,$1.54,Walmart,2026-02-19,1.54,20.0,oz,False,0.077,National,Pantry,False,False
Whole Milk,"Walmart Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",128 fl oz,$3.38,Walmart,2026-02-19,3.42,128.0,oz,False,0.026719,National,Dairy,False,False
Bananas,"Bananas, per lb",avg. 0.33 lb/piece  ($0.49/lb),$0.16,Aldi,2026-02-20,0.16,5.28,oz,False,0.030303,National,Produce,False,False
Chicken Breast,"Kirkwood Split Chicken Breasts, per lb",avg. 2.7 lb/package  ($1.99/lb),$5.37,Aldi,2026-02-20,5.38,43.2,oz,False,0.124537,National,Meat,False,False
Dish Soap,"Power Force Original Dishwashing Liquid Detergent, 24 fl oz",24 fl oz,$2.35,Aldi,2026-02-20,2.36,24.0,oz,False,0.098333,National,Household,False,False
Gala Apples,"Gala Apples, 3 lb",3 lb,$2.19,Aldi,2026-02-20,2.19,48.0,oz,False,0.045625,National,Produce,False,False
Ground Beef 80/20,"Fresh  80% Lean 20% Fat Ground Beef Patties, 4 count",avg. 1.33 lb/package  ($5.59/lb),$7.43,Aldi,2026-02-20,7.47,21.28,oz,False,0.351034,National,Meat,False,False
Iceberg Lettuce,"Iceberg Lettuce, each",1 each,$2.55,Aldi,2026-02-20,2.57,1.0,count,False,2.57,National,Produce,False,False
Large Eggs (12 count),"Goldhen Free  Range Large Brown Grade A Eggs, 12 count",12 ct,$4.25,Aldi,2026-02-20,4.21,12.0,count,False,0.350833,Private,Dairy,False,False
Salted Butter,"Countryside Creamery Salted Butter Sticks, 1 lb",16 oz,$3.65,Aldi,2026-02-20,3.63,16.0,oz,False,0.226875,National,Dairy,False,False
Spaghetti Pasta,"Bon Italia Spaghetti Rings with Meatballs, 15 oz Can",15 oz,$1.09,Aldi,2026-02-20,1.1,15.0,oz,False,0.073333,National,Pantry,False,False
Tomato Sauce,"Happy Harvest Tomato Sauce, 8 oz",8 oz,$0.55,Aldi,2026-02-20,0.58,8.0,oz,False,0.0725,National,Pantry,False,False
White Bread,"L'oven Fresh White Bread,  20 oz",20 oz,$1.55,Aldi,2026-02-20,1.53,20.0,oz,False,0.0765,National,Pantry,False,False
Whole Milk,"Friendly Farms Whole Milk, 0.5 gal",0.5 gal,$2.25,Aldi,2026-02-20,2.25,64.0,oz,False,0.035156,Private,Dairy,False,False
Bananas,Publix Green Banana,About 0.4 lb each,Current price: $0.28 each (estimated),Publix,2026-02-20,0.31,6.4,oz,False,0.048437,Private,Produce,False,False
Chicken Breast,Publix Just Bare Brand Boneless Skinless Chicken Breast Fillets,1.13 lb,Current price: $9.43,Publix,2026-02-20,9.46,18.08,oz,False,0.52323,National,Meat,False,False
Dish Soap,"Publix Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",7.5 fl oz,Current price: $2.09,Publix,2026-02-20,2.13,7.5,oz,False,0.284,Private,Household,False,False
Gala Apples,Publix Gala Apple,About 0.54 lb each,Current price: $1.59 each (estimated),Publix,2026-02-20,1.57,8.64,oz,False,0.181713,Private,Produce,False,False
Ground Beef 80/20,Publix Publix Market Ground Beef,About 1.15 lb / package,Current price: $8.91 per package (estimated),Publix,2026-02-20,8.93,18.4,oz,False,0.485326,Private,Meat,False,False
Iceberg Lettuce,Publix Iceberg Lettuce,,Current price: $2.97,Publix,2026-02-20,2.99,16,oz,True,0.186875,Private,Produce,False,False
Large Eggs (12 count),"Publix Publix Eggs, Large",12 ct,Current price: $2.43,Publix,2026-02-20,2.42,12.0,count,False,0.201667,Private,Dairy,False,False
Salted Butter,"Publix Publix Butter, Salted, Sweet Cream",8 oz,Current price: $2.43,Publix,2026-02-20,2.44,8.0,oz,False,0.305,Private,Dairy,False,False
Spaghetti Pasta,"Publix Publix Spaghetti, Thin",16 oz,Current price: $1.37,Publix,2026-02-20,1.33,16.0,oz,False,0.083125,Private,Pantry,False,False
Tomato Sauce,Publix Contadina Tomato Sauce,8 oz,Current price: $1.09,Publix,2026-02-20,1.22,8.0,oz,False,0.1525,National,Pantry,False,False
White Bread,"Publix Publix Bread, Enriched, Large White",20 oz,Current price: $2.65,Publix,2026-02-20,2.63,20.0,oz,False,0.1315,Private,Pantry,False,False
Whole Milk,"Publix Publix Milk, Whole",,Current price: $2.43,Publix,2026-02-20,2.4,64,oz,True,0.0375,Private,Dairy,False,False
Bananas,"Walmart Fresh Banana, Each",Each,$0.20,Walmart,2026-02-20,0.24,1.0,count,False,0.24,National,Produce,False,False
Chicken Breast,"Walmart Sanderson Farms Fresh Boneless Skinless Chicken Breast Fillets, 25g Protein, 4oz 112g, 1.6 - 3.05lb",1.6 - 3.05lb,$10.67,Walmart,2026-02-20,10.64,25.6,oz,False,0.415625,National,Meat,False,False
